1024x768
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
40,40,40,59,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,59,40,40,40,
40,40,59,59,40,40,40,40,40,40,40,40,40,40,40,40,40,40,60,60,59,40,40,40,40,40,59,40,40,40,40,40,
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,60,59,60,59,60,40,40,40,58,57,57,58,40,40,40,
40,40,58,40,57,40,40,40,40,40,40,40,40,40,40,40,59,60,60,60,40,60,60,40,40,40,57,40,40,59,40,40,
40,58,40,57,58,59,60,40,59,40,40,40,40,40,40,40,40,40,40,40,40,59,40,40,40,40,40,40,40,40,40,59,
40,40,40,40,59,60,60,60,40,40,40,40,40,40,40,40,40,40,59,40,40,40,40,40,40,40,40,40,40,40,40,40,
40,40,40,40,40,60,59,60,60,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,60,59,40,40,40,40,40,40,
40,59,40,40,40,40,40,40,40,40,40,40,60,52,43,63,43,63,49,40,40,40,40,60,59,60,40,40,40,40,40,40,
59,40,40,40,40,40,40,40,40,40,58,40,40,62,33,34, 0,34,64,40,40,59,40,60,60,40,40,40,40,40,40,40,
40,40,40,59,40,40,40,57,58,57,40,40,40,62, 0,29,29,33,64,40,40,40,40,40,40,40,40,40,40,40,40,40,
40,40,59,40,60,40,58,40,57,40,40,59,40,42,34,33, 0, 0,44,40,40,40,40,40,40,40,40,40,60,60,59,40,
40,40,40,60,60,60,40,40,40,40,40,58,58,51,61,61,61,41,50,40,40,40,40,57,40,40,40,40,59,60,40,40,
40,40,40,60,59,40,40,40,40,40,57,58,40,40,40,40,40,40,40,40,40,40,57,40,40,40,40,40,40,40,40,40,
40,40,40,40,40,40,40,40,40,40,58,40,40,58,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,59,40,40,40,60,59,60,60,40,40,40,40,40,40,40,40,
40,40,57,58,40,59,60,60,40,40,40,40,40,40,40,40,59,59,40,60,59,60,60,60,60,40,40,40,60,60,40,40,
40,57,58,57,58,60,60,60,40,40,40,40,40,40,40,40,40,40,40,59,60,60,59,60,40,40,40,40,40,60,40,40,
58,40,40,40,40,60,60,59,40,40,40,40,40,40,40,40,40,40,40,40,59,60,40,58,58,40,40,59,40,40,40,40,
40,40,40,40,40,40,59,40,40,40,40,40,58,40,40,40,40,40,40,40,40,40,40,57,40,40,40,60,60,59,60,40,
40,40,40,40,40,40,40,40,40,40,40,40,40,58,40,40,40,40,40,40,40,40,58,40,57,40,60,60,60,59,40,40,
40,40,40,40,40,40,40,40,40,40,59,40,40,40,40,40,40,40,40,40,40,40,40,59,58,57,60,59,58,40,40,40,
40,40,40,40,40,40,40,40,40,40,40,59,40,40,40,40,40,40,40,40,40,40,59,40,40,40,58,40,40,40,40,40,
